title,description,url
Search Results - California 2-1-1 Get Connected. Get Answers.,"Service Description: Offers financial assistance to eligible individuals in Sonoma County, who have no other means of support. Financial assistance may include ...",https://www.211ca.org/search/?taxonomyCode=NL-1000.2500&location=sonoma+county+ca
Covid 19 | Services | Employee Resources | County of Sonoma,"Covid-19 Exposure Reporting, Testing and Resources; Disaster Service Worker; Employee Assistance Program (EAP); Employee Benefits Information; Employee Leave ...",https://sonomacounty.ca.gov/HR/Employee-Resources/Covid-19/Covid-19/
La Luz Center: Home,Our family services program supports our families from early childhood ... of dollars to help Sonoma Valley's immigrant community and helping to build the ...,https://www.laluzcenter.org/
Helpful Links and Tools - Marin SBDC,Checklist for Starting a Business in California – Tips and tricks for starting a ... Sonoma County Economic Development Board Resources – The Sonoma County ...,https://www.marinsbdc.org/resource/helpful-links-and-tools/
"Sonoma County government, cities in line for $160 million in ...","The relief package “is what we need to beat COVID, safely reopen ... Sonoma County and city governments still received assistance from that ...",https://www.pressdemocrat.com/article/news/sonoma-county-governments-in-line-for-at-least-157-million-in-federal-aid/
"Business Update for March 2, 2021 - City of Petaluma","Per the County of Sonoma, Sonoma County's COVID-19 vaccination campaign ... on March 7 to help California optimize and accelerate COVID-19 ...",https://cityofpetaluma.org/business-update-for-march-2-2021/
Hello Alice Launches Covid-19 Business Resource Center ...,"To help owners with their cash flow needs, Hello Alice and its partners, the eBay Foundation and Silicon Valley Bank, are proud to deploy COVID- ...",https://www.sonomacountygazette.com/sonoma-county-news/hello-alice-launches-covid-19-business-resource-center-with-emergency-grant/
Face to Face | ending HIV in Sonoma County | Sonoma ...,"Our evidence-based housing services help our most vulnerable clients secure safe, stable housing. Prevention & Education. Our prevention and education program ...",https://f2f.org/
County of San Diego Micro Business Grant Program (California),More Grants in Your State · Positive Planet Accelerator Hub for Minority Entrepreneurs across the United States · City of Vista's Small Business COVID-19 Grant ...,https://grantsforus.io/type-of-eligible-entity/business/county-of-san-diego-micro-business-grant-program-california/
"Napa County, CA | Official Website","Learn about the their duties, goals, and how to provide public comment for the 2022 grant application process. Get Vaccinated. Learn where to find COVID-19 ...",https://www.countyofnapa.org/
"News Flash • Napa County, CA • CivicEngage",The intention of the Fiscal Recovery Funds is to build on and expand support for the COVID-19 public health emergency provided previously ...,https://www.countyofnapa.org/CivicAlerts.aspx?AID=305
California Small Business COVID-19 Relief Grant Program,The State of California has opened the website for the CA Small Business COVID-19 Relief Grant Program. The first round of applications will ...,https://napachamber.com/california-small-business-covid-19-relief-grant-program/
Napa County - CASE,loan program to support California's small businesses — especially those located in economically disadvantaged and historically under-banked ...,https://case.law.berkeley.edu/category/northern-california/napa-county/
COVID-19 Local & State Resources - St. Helena,"Napa County Resources for COVID-19 ... Small Business Guidance & Loan Resources ... Relief grants of up to $25,000 will be made to small businesses, ...",https://www.sthelena.com/local-resources/
COVID-19 Update - City of Napa News,Napa County's Public Health Officer has released an updated Shelter At Home ... Businesses will be permitted to reopen within the State of California's ...,https://www.cityofnapa.org/CivicSend/ViewMessage/message/112229
Napa - California Small Business COVID-19 Relief Grant ...,Napa. The following partners serve your county. You can use the links below to learn more about each partner to select which organization to apply through.,https://careliefgrant.com/partner/napa/
Napa Valley Recovery Funding & Policy Town Halls,"The town hall series is focused on business recovery funding solutions for Napa Valley's businesses affected by recent wildfires, as well as COVID-19, ...",https://www.napafarmbureau.org/townhallseries
"Citrus Heights, CA - Official Website | Official Website",Attention small business owners: Apply through March 26 for up to $15k in COVID-19 recovery funding. Read on...,https://www.citrusheights.net/
Napa launches grant program for small businesses hurt by ...,The Napa City Council is establishing a COVID-19 Microenterprise Grant Program to help local businesses recover from the effects of the ...,https://napavalleyregister.com/news/local/napa-launches-grant-program-for-small-businesses-hurt-by-covid-19/article_2bd246b9-8c20-57df-8b7f-f1a693948df2.html
Napa Valley Community Foundation: Home,"Engine For Good · Crisis in Ukraine · Creating New Citizens and a Stronger Community · Meeting the Moment: Disaster Relief, Recovery & Resilience.",https://www.napavalleycf.org/
Napa County Office of Education – Innovation. Partnership ...,"NCOE COVID-19 Information for Schools (new window) ... Napa County Special Education Local Plan Area (SELPA) policies, SELPA executive board meeting agendas ...",https://napacoe.org/
Local Literacy Lead Agency Awards - California Department of ...,"Comprehensive Literacy State Development Grant: Local Literacy Lead Agency ... 7: Napa County Office of Education (Lead Agency): $5,001,660.",https://www.cde.ca.gov/nr/ne/yr21/yr21rel60.asp
LGBTQ+ Resources - NAMI Sonoma County,"Positive Images provides support and advocacy to Sonoma County's gay, lesbian, bisexual, ... businesses and other organizations on behalf of our community.",https://namisonomacounty.org/your-journey/identity-and-cultural-dimensions/for-lgbtq/
Newsroom - Community Foundation Sonoma County,"CFSC Announces $805,000 in COVID-19 Emergency Grants ... National Distributing Company matches Constellation Brands' donation to California ...",https://www.sonomacf.org/newsroom/
Santa Rosa Metro Chamber of Commerce head blasts lack of ...,Santa Rosa Metro Chamber of Commerce head blasts lack of business input on latest Sonoma County COVID-19 health order.,https://www.pressdemocrat.com/article/north-bay/chamber-of-commerce-head-blasts-lack-of-business-input-on-latest-sonoma-cou/
The Nectary | The U.S. Small Business Administration | SBA.gov,"Gia Baiocchi is a native of Sebastopol, California but she lived in Hawaii for ... in Sonoma County, the Nectary received an SBA disaster assistance loan of ...",https://www.sba.gov/offices/district/ca/san-francisco/success-stories/nectary
Search Results - California 2-1-1 Get Connected. Get Answers.,Service Name: SEX ADDICTS ANONYMOUS · Service Name: SEXUAL/LOVE ADDICTION SUPPORT GROUPS · Service Name: COMMUNITY RESOURCE NAVIGATION - SACRAMENTO LGBT COMMUNITY ...,https://www.211ca.org/search/?taxonomyCode=PN-8100.0500-800&location=sonoma+county+ca
California 2-1-1 Get Connected. Get Answers. - Search ... - 211CA.org,"Showing Results for """" located in ""sonoma county ca California, United States"" ... clothing - Interview preparation - Job finding assistance - Linkages.",https://www.211ca.org/search?taxonomyCode=ND-6500.9800&location=sonoma%20county%20ca&skip=200
COVID: Sonoma County Business Owners Worried About ...,We have been lucky that we had a lot of community support and some of the grants we were able to get. That's helped keep us alive.” While live ...,https://sanfrancisco.cbslocal.com/2022/01/11/covid-sonoma-county-business-owners-worried-about-impact-of-new-health-order/
San Francisco Gay Men's Chorus | Official Site,San Francisco Gay Men's Chorus creates exceptional music and experiences that build a community. Learn more about our organization.,https://www.sfgmc.org/
California Humanities Relief and Recovery Grants,"In recognition that the COVID-19 pandemic has had a serious impact on the public humanities field across the state, California Humanities is directing funds ...",https://calhum.org/programs-initiatives/past-programs/relief-recovery-grants/
Sonoma County pride event set to return live in June - North ...,"The LGBT community respects businesses that support the community,” said Christopher Kren-Mora, Sonoma County Pride president and organizer ...",https://www.northbaybusinessjournal.com/article/article/sonoma-county-pride-event-set-to-return-live-in-june/
COVID-19 News & Updates - City of Sonoma,Sonoma County has opened the American Rescue Plan Act (ARPA) Notice of Funding Availability process to accept applications for ARPA funding through April 7.,https://www.sonomacity.org/coronavirus-updates/
CDP California Wildfires Recovery Fund - Center for Disaster ...,"In 2017, the Tubbs Fire destroyed more than 5,600 structures and claimed 22 lives in Napa and Sonoma counties. In 2018, we witnessed the most destructive ...",https://disasterphilanthropy.org/cdp-fund/cdp-california-wildfires-recovery-fund-2/
Disaster & Emergency | Page 9 | Philanthropy California,"Seventh Generation Fund for Indigenous People, Inc.: COVID-19 Rapid Response Fund ... Fund is the largest long-term disaster recovery fund in Sonoma County.",https://www.philanthropyca.org/funding-area/disaster-emergency?page=8
